id,Category,Sub_Category,title/entity_name,questions,answers,additional_info/tags
4579,Placements,Company Visits,Collabera,Number of times Collabera visited for placements,"Collabera has visited Arya College 9 times for campus placements in the years: 2014-2015, 2015-2016, 2016-2017, 2017-2018, 2018-2019, 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:9,years:2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023"
4580,Placements,Company Visits,Accolite Digital,How many times has Accolite Digital visited Arya College?,Accolite Digital has visited Arya College 2 times for campus placements in the years: 2021-2022 and 2022-2023.,"visit_count:2,years:2021-2022,2022-2023"
4581,Placements,Company Visits,Accolite Digital,How many times did Accolite Digital come for placements?,Accolite Digital has visited Arya College 2 times for campus placements in the years: 2021-2022 and 2022-2023.,"visit_count:2,years:2021-2022,2022-2023"
4582,Placements,Company Visits,Accolite Digital,How many years has Accolite Digital recruited from campus?,Accolite Digital has visited Arya College 2 times for campus placements in the years: 2021-2022 and 2022-2023.,"visit_count:2,years:2021-2022,2022-2023"
4583,Placements,Company Visits,Accolite Digital,Total visits by Accolite Digital,Accolite Digital has visited Arya College 2 times for campus placements in the years: 2021-2022 and 2022-2023.,"visit_count:2,years:2021-2022,2022-2023"
4584,Placements,Company Visits,Accolite Digital,Number of times Accolite Digital visited for placements,Accolite Digital has visited Arya College 2 times for campus placements in the years: 2021-2022 and 2022-2023.,"visit_count:2,years:2021-2022,2022-2023"
4585,Placements,Company Visits,Amar Raja,How many times has Amar Raja visited Arya College?,Amar Raja has visited Arya College 2 times for campus placements in the years: 2019-2020 and 2022-2023.,"visit_count:2,years:2019-2020,2022-2023"
4586,Placements,Company Visits,Amar Raja,How many times did Amar Raja come for placements?,Amar Raja has visited Arya College 2 times for campus placements in the years: 2019-2020 and 2022-2023.,"visit_count:2,years:2019-2020,2022-2023"
4587,Placements,Company Visits,Amar Raja,How many years has Amar Raja recruited from campus?,Amar Raja has visited Arya College 2 times for campus placements in the years: 2019-2020 and 2022-2023.,"visit_count:2,years:2019-2020,2022-2023"
4588,Placements,Company Visits,Amar Raja,Total visits by Amar Raja,Amar Raja has visited Arya College 2 times for campus placements in the years: 2019-2020 and 2022-2023.,"visit_count:2,years:2019-2020,2022-2023"
4589,Placements,Company Visits,Amar Raja,Number of times Amar Raja visited for placements,Amar Raja has visited Arya College 2 times for campus placements in the years: 2019-2020 and 2022-2023.,"visit_count:2,years:2019-2020,2022-2023"
4590,Placements,Company Visits,Deloitte,How many times has Deloitte visited Arya College?,Deloitte has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4591,Placements,Company Visits,Deloitte,How many times did Deloitte come for placements?,Deloitte has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4592,Placements,Company Visits,Deloitte,How many years has Deloitte recruited from campus?,Deloitte has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4593,Placements,Company Visits,Deloitte,Total visits by Deloitte,Deloitte has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4594,Placements,Company Visits,Deloitte,Number of times Deloitte visited for placements,Deloitte has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4595,Placements,Company Visits,Arden Telecom,How many times has Arden Telecom visited Arya College?,Arden Telecom has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4596,Placements,Company Visits,Arden Telecom,How many times did Arden Telecom come for placements?,Arden Telecom has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4597,Placements,Company Visits,Arden Telecom,How many years has Arden Telecom recruited from campus?,Arden Telecom has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4598,Placements,Company Visits,Arden Telecom,Total visits by Arden Telecom,Arden Telecom has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4599,Placements,Company Visits,Arden Telecom,Number of times Arden Telecom visited for placements,Arden Telecom has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4600,Placements,Company Visits,ICICI Prudential,How many times has ICICI Prudential visited Arya College?,"ICICI Prudential has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4601,Placements,Company Visits,ICICI Prudential,How many times did ICICI Prudential come for placements?,"ICICI Prudential has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4602,Placements,Company Visits,ICICI Prudential,How many years has ICICI Prudential recruited from campus?,"ICICI Prudential has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4603,Placements,Company Visits,ICICI Prudential,Total visits by ICICI Prudential,"ICICI Prudential has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4604,Placements,Company Visits,ICICI Prudential,Number of times ICICI Prudential visited for placements,"ICICI Prudential has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4605,Placements,Company Visits,Chegg India,How many times has Chegg India visited Arya College?,"Chegg India has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4606,Placements,Company Visits,Chegg India,How many times did Chegg India come for placements?,"Chegg India has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4607,Placements,Company Visits,Chegg India,How many years has Chegg India recruited from campus?,"Chegg India has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4608,Placements,Company Visits,Chegg India,Total visits by Chegg India,"Chegg India has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4609,Placements,Company Visits,Chegg India,Number of times Chegg India visited for placements,"Chegg India has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4610,Placements,Company Visits,Nagarro,How many times has Nagarro visited Arya College?,"Nagarro has visited Arya College 5 times for campus placements in the years: 2017-2018, 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:5,years:2017-2018,2019-2020,2020-2021,2021-2022,2022-2023"
4611,Placements,Company Visits,Nagarro,How many times did Nagarro come for placements?,"Nagarro has visited Arya College 5 times for campus placements in the years: 2017-2018, 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:5,years:2017-2018,2019-2020,2020-2021,2021-2022,2022-2023"
4612,Placements,Company Visits,Nagarro,How many years has Nagarro recruited from campus?,"Nagarro has visited Arya College 5 times for campus placements in the years: 2017-2018, 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:5,years:2017-2018,2019-2020,2020-2021,2021-2022,2022-2023"
4613,Placements,Company Visits,Nagarro,Total visits by Nagarro,"Nagarro has visited Arya College 5 times for campus placements in the years: 2017-2018, 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:5,years:2017-2018,2019-2020,2020-2021,2021-2022,2022-2023"
4614,Placements,Company Visits,Nagarro,Number of times Nagarro visited for placements,"Nagarro has visited Arya College 5 times for campus placements in the years: 2017-2018, 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:5,years:2017-2018,2019-2020,2020-2021,2021-2022,2022-2023"
4615,Placements,Company Visits,Majestic Technosoft,How many times has Majestic Technosoft visited Arya College?,Majestic Technosoft has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4616,Placements,Company Visits,Majestic Technosoft,How many times did Majestic Technosoft come for placements?,Majestic Technosoft has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4617,Placements,Company Visits,Majestic Technosoft,How many years has Majestic Technosoft recruited from campus?,Majestic Technosoft has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4618,Placements,Company Visits,Majestic Technosoft,Total visits by Majestic Technosoft,Majestic Technosoft has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4619,Placements,Company Visits,Majestic Technosoft,Number of times Majestic Technosoft visited for placements,Majestic Technosoft has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4620,Placements,Company Visits,Xenonstack,How many times has Xenonstack visited Arya College?,Xenonstack has visited Arya College 2 times for campus placements in the years: 2021-2022 and 2022-2023.,"visit_count:2,years:2021-2022,2022-2023"
4621,Placements,Company Visits,Xenonstack,How many times did Xenonstack come for placements?,Xenonstack has visited Arya College 2 times for campus placements in the years: 2021-2022 and 2022-2023.,"visit_count:2,years:2021-2022,2022-2023"
4622,Placements,Company Visits,Xenonstack,How many years has Xenonstack recruited from campus?,Xenonstack has visited Arya College 2 times for campus placements in the years: 2021-2022 and 2022-2023.,"visit_count:2,years:2021-2022,2022-2023"
4623,Placements,Company Visits,Xenonstack,Total visits by Xenonstack,Xenonstack has visited Arya College 2 times for campus placements in the years: 2021-2022 and 2022-2023.,"visit_count:2,years:2021-2022,2022-2023"
4624,Placements,Company Visits,Xenonstack,Number of times Xenonstack visited for placements,Xenonstack has visited Arya College 2 times for campus placements in the years: 2021-2022 and 2022-2023.,"visit_count:2,years:2021-2022,2022-2023"
4625,Placements,Company Visits,Marktine Technology,How many times has Marktine Technology visited Arya College?,Marktine Technology has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4626,Placements,Company Visits,Marktine Technology,How many times did Marktine Technology come for placements?,Marktine Technology has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4627,Placements,Company Visits,Marktine Technology,How many years has Marktine Technology recruited from campus?,Marktine Technology has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4628,Placements,Company Visits,Marktine Technology,Total visits by Marktine Technology,Marktine Technology has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4629,Placements,Company Visits,Marktine Technology,Number of times Marktine Technology visited for placements,Marktine Technology has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4630,Placements,Company Visits,Linde Engineering,How many times has Linde Engineering visited Arya College?,Linde Engineering has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4631,Placements,Company Visits,Linde Engineering,How many times did Linde Engineering come for placements?,Linde Engineering has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4632,Placements,Company Visits,Linde Engineering,How many years has Linde Engineering recruited from campus?,Linde Engineering has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4633,Placements,Company Visits,Linde Engineering,Total visits by Linde Engineering,Linde Engineering has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4634,Placements,Company Visits,Linde Engineering,Number of times Linde Engineering visited for placements,Linde Engineering has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4635,Placements,Company Visits,SSTPL,How many times has SSTPL visited Arya College?,SSTPL has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4636,Placements,Company Visits,SSTPL,How many times did SSTPL come for placements?,SSTPL has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4637,Placements,Company Visits,SSTPL,How many years has SSTPL recruited from campus?,SSTPL has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4638,Placements,Company Visits,SSTPL,Total visits by SSTPL,SSTPL has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4639,Placements,Company Visits,SSTPL,Number of times SSTPL visited for placements,SSTPL has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4640,Placements,Company Visits,Bajaj Finance,How many times has Bajaj Finance visited Arya College?,Bajaj Finance has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4641,Placements,Company Visits,Bajaj Finance,How many times did Bajaj Finance come for placements?,Bajaj Finance has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4642,Placements,Company Visits,Bajaj Finance,How many years has Bajaj Finance recruited from campus?,Bajaj Finance has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4643,Placements,Company Visits,Bajaj Finance,Total visits by Bajaj Finance,Bajaj Finance has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4644,Placements,Company Visits,Bajaj Finance,Number of times Bajaj Finance visited for placements,Bajaj Finance has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4645,Placements,Company Visits,Cvent,How many times has Cvent visited Arya College?,Cvent has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4646,Placements,Company Visits,Cvent,How many times did Cvent come for placements?,Cvent has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4647,Placements,Company Visits,Cvent,How many years has Cvent recruited from campus?,Cvent has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4648,Placements,Company Visits,Cvent,Total visits by Cvent,Cvent has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4649,Placements,Company Visits,Cvent,Number of times Cvent visited for placements,Cvent has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4650,Placements,Company Visits,JMAN Digital,How many times has JMAN Digital visited Arya College?,JMAN Digital has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4651,Placements,Company Visits,JMAN Digital,How many times did JMAN Digital come for placements?,JMAN Digital has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4652,Placements,Company Visits,JMAN Digital,How many years has JMAN Digital recruited from campus?,JMAN Digital has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4653,Placements,Company Visits,JMAN Digital,Total visits by JMAN Digital,JMAN Digital has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4654,Placements,Company Visits,JMAN Digital,Number of times JMAN Digital visited for placements,JMAN Digital has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4655,Placements,Company Visits,Appcino,How many times has Appcino visited Arya College?,"Appcino has visited Arya College 6 times for campus placements in the years: 2016-2017, 2017-2018, 2018-2019, 2020-2021, 2021-2022 and 2022-2023.","visit_count:6,years:2016-2017,2017-2018,2018-2019,2020-2021,2021-2022,2022-2023"
4656,Placements,Company Visits,Appcino,How many times did Appcino come for placements?,"Appcino has visited Arya College 6 times for campus placements in the years: 2016-2017, 2017-2018, 2018-2019, 2020-2021, 2021-2022 and 2022-2023.","visit_count:6,years:2016-2017,2017-2018,2018-2019,2020-2021,2021-2022,2022-2023"
4657,Placements,Company Visits,Appcino,How many years has Appcino recruited from campus?,"Appcino has visited Arya College 6 times for campus placements in the years: 2016-2017, 2017-2018, 2018-2019, 2020-2021, 2021-2022 and 2022-2023.","visit_count:6,years:2016-2017,2017-2018,2018-2019,2020-2021,2021-2022,2022-2023"
4658,Placements,Company Visits,Appcino,Total visits by Appcino,"Appcino has visited Arya College 6 times for campus placements in the years: 2016-2017, 2017-2018, 2018-2019, 2020-2021, 2021-2022 and 2022-2023.","visit_count:6,years:2016-2017,2017-2018,2018-2019,2020-2021,2021-2022,2022-2023"
4659,Placements,Company Visits,Appcino,Number of times Appcino visited for placements,"Appcino has visited Arya College 6 times for campus placements in the years: 2016-2017, 2017-2018, 2018-2019, 2020-2021, 2021-2022 and 2022-2023.","visit_count:6,years:2016-2017,2017-2018,2018-2019,2020-2021,2021-2022,2022-2023"
4660,Placements,Company Visits,Borosil,How many times has Borosil visited Arya College?,Borosil has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4661,Placements,Company Visits,Borosil,How many times did Borosil come for placements?,Borosil has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4662,Placements,Company Visits,Borosil,How many years has Borosil recruited from campus?,Borosil has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4663,Placements,Company Visits,Borosil,Total visits by Borosil,Borosil has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4664,Placements,Company Visits,Borosil,Number of times Borosil visited for placements,Borosil has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4665,Placements,Company Visits,BROAD Air,How many times has BROAD Air visited Arya College?,BROAD Air has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4666,Placements,Company Visits,BROAD Air,How many times did BROAD Air come for placements?,BROAD Air has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4667,Placements,Company Visits,BROAD Air,How many years has BROAD Air recruited from campus?,BROAD Air has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4668,Placements,Company Visits,BROAD Air,Total visits by BROAD Air,BROAD Air has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4669,Placements,Company Visits,BROAD Air,Number of times BROAD Air visited for placements,BROAD Air has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4670,Placements,Company Visits,Ginger Web,How many times has Ginger Web visited Arya College?,Ginger Web has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4671,Placements,Company Visits,Ginger Web,How many times did Ginger Web come for placements?,Ginger Web has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4672,Placements,Company Visits,Ginger Web,How many years has Ginger Web recruited from campus?,Ginger Web has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4673,Placements,Company Visits,Ginger Web,Total visits by Ginger Web,Ginger Web has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4674,Placements,Company Visits,Ginger Web,Number of times Ginger Web visited for placements,Ginger Web has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4675,Placements,Company Visits,Growupp,How many times has Growupp visited Arya College?,Growupp has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4676,Placements,Company Visits,Growupp,How many times did Growupp come for placements?,Growupp has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4677,Placements,Company Visits,Growupp,How many years has Growupp recruited from campus?,Growupp has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4678,Placements,Company Visits,Growupp,Total visits by Growupp,Growupp has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4679,Placements,Company Visits,Growupp,Number of times Growupp visited for placements,Growupp has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4680,Placements,Company Visits,Valued Epistemics,How many times has Valued Epistemics visited Arya College?,Valued Epistemics has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4681,Placements,Company Visits,Valued Epistemics,How many times did Valued Epistemics come for placements?,Valued Epistemics has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4682,Placements,Company Visits,Valued Epistemics,How many years has Valued Epistemics recruited from campus?,Valued Epistemics has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4683,Placements,Company Visits,Valued Epistemics,Total visits by Valued Epistemics,Valued Epistemics has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4684,Placements,Company Visits,Valued Epistemics,Number of times Valued Epistemics visited for placements,Valued Epistemics has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4685,Placements,Company Visits,Sagacious Research,How many times has Sagacious Research visited Arya College?,Sagacious Research has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4686,Placements,Company Visits,Sagacious Research,How many times did Sagacious Research come for placements?,Sagacious Research has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4687,Placements,Company Visits,Sagacious Research,How many years has Sagacious Research recruited from campus?,Sagacious Research has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4688,Placements,Company Visits,Sagacious Research,Total visits by Sagacious Research,Sagacious Research has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4689,Placements,Company Visits,Sagacious Research,Number of times Sagacious Research visited for placements,Sagacious Research has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4690,Placements,Company Visits,Mindstix Labs,How many times has Mindstix Labs visited Arya College?,Mindstix Labs has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4691,Placements,Company Visits,Mindstix Labs,How many times did Mindstix Labs come for placements?,Mindstix Labs has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4692,Placements,Company Visits,Mindstix Labs,How many years has Mindstix Labs recruited from campus?,Mindstix Labs has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4693,Placements,Company Visits,Mindstix Labs,Total visits by Mindstix Labs,Mindstix Labs has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4694,Placements,Company Visits,Mindstix Labs,Number of times Mindstix Labs visited for placements,Mindstix Labs has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4695,Placements,Company Visits,Encon Systems,How many times has Encon Systems visited Arya College?,Encon Systems has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4696,Placements,Company Visits,Encon Systems,How many times did Encon Systems come for placements?,Encon Systems has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4697,Placements,Company Visits,Encon Systems,How many years has Encon Systems recruited from campus?,Encon Systems has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4698,Placements,Company Visits,Encon Systems,Total visits by Encon Systems,Encon Systems has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4699,Placements,Company Visits,Encon Systems,Number of times Encon Systems visited for placements,Encon Systems has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4700,Placements,Company Visits,PMT Machine,How many times has PMT Machine visited Arya College?,PMT Machine has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4701,Placements,Company Visits,PMT Machine,How many times did PMT Machine come for placements?,PMT Machine has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4702,Placements,Company Visits,PMT Machine,How many years has PMT Machine recruited from campus?,PMT Machine has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4703,Placements,Company Visits,PMT Machine,Total visits by PMT Machine,PMT Machine has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4704,Placements,Company Visits,PMT Machine,Number of times PMT Machine visited for placements,PMT Machine has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4705,Placements,Company Visits,Tata Consultancy,How many times has Tata Consultancy visited Arya College?,Tata Consultancy has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4706,Placements,Company Visits,Tata Consultancy,How many times did Tata Consultancy come for placements?,Tata Consultancy has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4707,Placements,Company Visits,Tata Consultancy,How many years has Tata Consultancy recruited from campus?,Tata Consultancy has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4708,Placements,Company Visits,Tata Consultancy,Total visits by Tata Consultancy,Tata Consultancy has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4709,Placements,Company Visits,Tata Consultancy,Number of times Tata Consultancy visited for placements,Tata Consultancy has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4710,Placements,Company Visits,Zepto Microwave,How many times has Zepto Microwave visited Arya College?,Zepto Microwave has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4711,Placements,Company Visits,Zepto Microwave,How many times did Zepto Microwave come for placements?,Zepto Microwave has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4712,Placements,Company Visits,Zepto Microwave,How many years has Zepto Microwave recruited from campus?,Zepto Microwave has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4713,Placements,Company Visits,Zepto Microwave,Total visits by Zepto Microwave,Zepto Microwave has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4714,Placements,Company Visits,Zepto Microwave,Number of times Zepto Microwave visited for placements,Zepto Microwave has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4715,Placements,Company Visits,Bharti Airtel,How many times has Bharti Airtel visited Arya College?,Bharti Airtel has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4716,Placements,Company Visits,Bharti Airtel,How many times did Bharti Airtel come for placements?,Bharti Airtel has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4717,Placements,Company Visits,Bharti Airtel,How many years has Bharti Airtel recruited from campus?,Bharti Airtel has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4718,Placements,Company Visits,Bharti Airtel,Total visits by Bharti Airtel,Bharti Airtel has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4719,Placements,Company Visits,Bharti Airtel,Number of times Bharti Airtel visited for placements,Bharti Airtel has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
4720,Placements,Company Visits,Byjus,How many times has Byjus visited Arya College?,"Byjus has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4721,Placements,Company Visits,Byjus,How many times did Byjus come for placements?,"Byjus has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4722,Placements,Company Visits,Byjus,How many years has Byjus recruited from campus?,"Byjus has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4723,Placements,Company Visits,Byjus,Total visits by Byjus,"Byjus has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4724,Placements,Company Visits,Byjus,Number of times Byjus visited for placements,"Byjus has visited Arya College 4 times for campus placements in the years: 2019-2020, 2020-2021, 2021-2022 and 2022-2023.","visit_count:4,years:2019-2020,2020-2021,2021-2022,2022-2023"
4725,Placements,Company Visits,DYNINNO India,How many times has DYNINNO India visited Arya College?,DYNINNO India has visited Arya College only once for campus placements in 2022-2023.,"visit_count:1,years:2022-2023"
